Rotational speed [rpm],Process temperature [K],Torque [Nm],Tool wear [min]
1436,311.2,56.8,173
1495,311.3,51.2,175
1366,311.2,56.1,177
1489,311.2,45.3,180
1480,311.1,46.6,185
1472,311.2,37.3,187
1397,311.1,50.8,189
1589,311.1,35.5,191
1405,311.1,54.1,193
2013,311.1,20.1,195
1802,311.0,26.0,197
1433,311.0,46.1,199
1551,311.2,36.6,205
1531,311.3,38.5,0
1397,311.2,45.2,2
1547,311.1,37.2,7
2074,311.0,18.9,9
1491,311.1,42.6,11
1759,311.0,28.3,13
1595,311.0,35.4,15
1351,311.2,62.0,18
1705,311.2,28.7,20
1406,311.2,43.6,22
1639,311.3,34.6,24
2026,311.3,20.3,26
1350,311.3,56.5,31
1468,311.3,41.1,34
1642,311.4,27.1,37
1490,311.3,41.8,39
1507,311.3,43.4,41
1611,311.4,32.7,44
1743,311.4,27.6,46
1475,311.3,46.3,49
1432,311.4,47.5,51
1442,311.4,47.0,53
1468,311.4,40.4,55
1556,311.4,45.3,58
1312,311.4,51.4,60
1459,311.5,47.0,63
1651,311.5,36.9,65
1490,311.5,38.4,67
1473,311.6,31.5,69
1734,311.7,29.9,72
1507,311.7,45.5,74
1556,311.7,34.9,76
1351,311.6,53.5,78
1445,311.7,44.8,83
1619,311.7,32.7,85
1269,311.7,64.0,87
1534,311.6,37.7,90
1444,311.6,49.3,92
1744,311.6,26.8,94
1441,311.5,44.6,96
1506,311.3,40.7,98
1526,311.4,38.5,101
1704,311.5,29.7,103
1445,311.4,52.4,105
1661,311.5,35.9,110
1466,311.4,41.8,112
1608,311.3,35.1,114
1352,311.4,57.3,116
1604,311.4,31.7,119
1427,311.4,50.7,122
1424,311.4,44.6,127
1662,311.4,29.3,129
1936,311.4,23.9,131
1728,311.4,31.7,133
1552,311.4,28.8,135
1662,311.5,29.0,137
1343,311.4,57.7,142
1476,311.5,32.6,144
1346,311.4,51.1,147
1492,311.5,44.6,149
1540,311.5,41.5,151
1596,311.5,32.5,154
1541,311.6,47.8,156
1661,311.6,30.0,158
1359,311.6,55.4,160
1528,311.6,42.4,163
1246,311.6,52.9,165
1575,311.6,32.5,168
1658,311.6,30.4,170
1385,311.6,54.8,173
1454,311.7,50.3,175
1497,311.6,40.5,180
1424,311.7,50.8,182
1528,311.7,43.9,185
1539,311.8,37.0,187
1525,311.6,37.6,191
1456,311.6,51.1,193
2141,311.7,17.2,196
1476,311.6,39.1,199
1509,311.6,47.2,202
1447,311.6,45.4,204
1448,311.7,49.1,206
1428,311.7,52.6,208
1389,311.7,52.1,210
1635,311.7,32.4,213
1395,311.7,43.7,215
1443,311.8,43.7,217
1412,311.7,49.1,219
1524,311.7,43.5,222
1407,311.8,42.4,224
1397,311.7,43.5,227
1504,311.7,36.9,229
1553,311.7,39.8,0
1432,311.7,39.2,2
1577,311.6,36.5,4
1370,311.5,56.1,7
1506,311.6,36.2,10
1964,311.6,21.4,15
1500,311.7,36.7,17
1488,311.7,47.7,22
1282,311.5,60.2,24
1400,311.4,45.1,29
1419,311.5,38.6,31
1441,311.5,40.6,33
1348,311.6,62.5,36
1468,311.7,38.7,39
1701,311.7,30.8,44
1864,311.7,23.6,47
1630,311.6,31.8,52
1316,311.5,49.7,55
1708,311.5,31.2,57
1679,311.4,27.5,59
1709,311.4,32.3,64
1445,311.4,41.5,66
1390,311.4,51.9,68
1309,311.4,55.5,71
1499,311.5,37.6,73
2072,311.4,18.8,75
1487,311.5,43.0,78
1302,311.5,49.6,80
1378,311.5,48.2,82
1365,311.6,53.0,85
1427,311.7,44.6,87
1535,311.7,33.3,92
1476,311.6,41.7,97
1425,311.6,42.4,102
1409,311.7,54.7,104
1730,311.6,30.2,106
1454,311.6,41.4,108
1744,311.7,26.9,111
1761,311.9,29.0,113
1657,311.9,30.9,116
1420,311.8,47.0,119
1329,311.9,59.2,121
1472,311.9,44.2,126
1566,312.0,30.1,128
1430,312.0,42.7,130
1481,312.0,40.9,132
1670,312.0,29.4,134
1406,312.0,55.1,136
1354,312.1,46.9,138
1985,312.0,19.3,143
1263,312.0,60.8,146
1576,311.9,31.1,149
1453,312.0,45.1,151
1478,312.0,39.0,153
1323,311.9,57.9,155
1710,311.9,28.4,158
1314,311.7,59.5,160
1460,311.7,39.6,162
1508,311.7,45.4,164
1331,311.8,55.3,167
1515,311.7,47.4,170
1674,311.6,33.0,172
1444,311.7,51.2,174
1398,311.7,42.6,176
1832,311.7,24.2,179
1591,311.8,42.0,182
1478,311.7,39.9,185
1362,311.8,47.6,188
1723,311.7,28.3,193
1689,311.8,30.8,196
1511,311.7,33.0,200
1715,311.6,30.8,203
1400,311.5,43.8,0
1555,311.7,38.7,5
1427,311.6,56.2,8
1318,311.4,52.7,13
1319,311.4,54.6,15
1960,311.4,20.9,20
1552,311.5,38.9,23
1548,311.5,32.2,25
1709,311.6,29.5,27
1464,311.5,41.0,29
1759,311.4,24.8,34
1634,311.5,31.9,36
1663,311.5,33.6,38
1445,311.5,47.3,40
1695,311.5,25.6,43
1517,311.6,39.0,45
1811,311.7,26.8,47
1815,311.6,23.5,49
1513,311.7,40.0,51
1518,311.6,36.4,53
1667,311.5,28.8,56
1403,311.5,60.1,58
1383,311.5,42.1,60
1466,311.5,46.2,62
1378,311.5,47.5,64
1547,311.5,40.9,66
1495,311.5,38.5,69
1729,311.4,29.3,71
1418,311.4,47.7,73
1485,311.4,40.4,75
1434,311.5,40.8,80
1415,311.6,55.8,82
1674,311.6,29.6,85
1454,311.5,52.4,90
1476,311.4,39.0,92
1812,311.5,28.3,94
1374,311.4,41.9,96
1524,311.4,40.6,98
1383,311.4,49.6,101
1429,311.3,58.2,103
1517,311.3,41.2,105
1480,311.4,44.9,108
1706,311.4,28.8,111
1349,311.5,48.6,113
1451,311.5,49.0,115
1627,311.4,36.7,118
1537,311.4,35.4,120
2218,311.5,17.0,123
1466,311.4,39.0,125
1666,311.5,32.0,128
1455,311.5,41.7,130
1927,311.4,24.6,132
1703,311.3,28.4,134
1533,311.2,35.9,137
1785,311.3,25.4,139
2142,311.2,16.6,144
1369,311.2,46.2,146
1706,311.2,29.2,148
1802,311.3,24.4,151
1413,311.3,41.8,153
1484,311.3,53.2,158
1535,311.3,38.1,160
1579,311.2,35.5,162
1300,311.1,64.2,165
1452,311.1,44.3,167
1562,311.1,35.7,170
1664,311.2,28.3,173
1495,311.2,35.8,175
1533,311.4,42.6,180
1484,311.4,37.0,183
1604,311.4,38.7,185
1483,311.4,45.6,187
1549,311.5,34.7,189
1604,311.4,35.0,191
1685,311.5,31.0,193
1372,311.6,49.2,195
1374,311.6,47.4,197
1606,311.6,31.0,199
1471,311.5,47.2,201
1659,311.5,31.1,203
1400,311.7,48.5,205
1503,311.7,42.6,208
1798,311.8,23.2,210
1608,311.6,35.0,212
1322,311.6,50.9,215
1547,311.6,37.7,217
1447,311.7,36.8,0
1373,311.7,47.2,3
1515,311.7,37.5,5
1317,311.7,56.5,7
1551,311.8,37.2,9
1592,311.8,32.1,11
1433,311.8,42.2,14
1432,311.9,43.1,16
1350,311.9,51.7,18
1370,311.9,44.8,20
1415,312.0,44.6,23
1498,312.0,42.9,25
1382,312.0,54.1,27
1511,311.9,44.5,30
1330,311.9,59.5,33
1383,311.9,50.5,35
1431,311.9,49.4,37
1461,312.0,38.1,39
1438,311.9,46.7,41
1779,312.0,27.7,46
1293,312.1,52.3,49
1308,312.2,54.7,52
1532,312.3,37.2,54
1470,312.4,38.6,56
1548,312.3,37.9,58
1898,312.3,24.0,60
1335,312.2,49.0,62
1420,312.3,53.8,67
1418,312.3,49.0,69
1535,312.3,40.3,71
1457,312.4,47.2,74
1493,312.4,39.1,79
1670,312.3,27.3,81
1446,312.3,45.4,86
1590,312.3,36.3,93
2174,312.2,18.5,95
1590,312.4,37.9,98
1577,312.3,33.2,100
1371,312.4,61.7,102
1767,312.4,25.6,105
1517,312.5,39.2,107
1555,312.6,40.6,109
1416,312.7,43.8,112
1588,312.6,35.6,114
1422,312.6,50.0,117
1376,312.6,53.6,119
1434,312.5,50.7,121
1423,312.5,47.3,123
1364,312.4,52.5,125
1825,312.4,23.8,127
1365,312.4,44.5,129
1430,312.3,47.2,131
1435,312.3,44.8,134
1811,312.4,25.1,136
1465,312.4,43.7,139
1372,312.4,51.0,142
1858,312.3,26.3,144
1715,312.3,26.8,146
1590,312.2,38.5,148
1664,312.2,25.7,150
1512,312.1,36.9,153
1498,312.1,44.0,155
1395,312.1,41.9,157
1490,312.1,43.1,159
1527,312.1,35.1,164
1512,312.1,37.1,169
1474,312.1,42.4,171
1505,312.1,41.3,173
1496,312.0,40.0,175
1382,312.0,49.3,177
1419,311.9,47.7,179
1462,311.9,39.7,181
1450,312.0,45.0,183
1389,311.9,46.5,186
1697,311.9,28.2,191
1476,311.9,42.0,196
1497,311.7,43.6,198
1669,311.6,29.2,200
1455,311.6,48.0,203
1499,311.7,38.4,205
1478,311.8,41.9,207
1928,311.8,21.8,209
1621,311.9,28.3,211
1356,311.9,44.3,214
1490,311.7,46.4,217
1578,311.7,31.4,219
1681,311.7,31.3,221
1417,311.8,43.4,223
1532,311.7,40.0,0
1499,311.7,38.9,3
1432,311.7,45.8,6
1753,311.7,29.0,8
1414,311.7,49.0,10
1655,311.7,32.2,12
1516,311.6,35.6,14
1426,311.7,45.5,16
1479,311.7,39.4,18
1569,311.5,36.4,20
1568,311.6,36.0,23
1843,311.8,24.5,25
1480,311.9,40.9,28
1447,312.0,36.8,31
1454,311.9,41.9,33
1310,311.9,56.1,35
1513,311.9,38.0,38
2140,311.9,16.5,43
1377,312.1,49.9,48
1585,312.1,32.3,50
1491,312.2,42.6,52
1264,312.2,59.0,57
1372,312.2,47.0,59
1510,312.2,39.9,61
1423,312.1,40.2,63
1464,312.3,35.3,65
1602,312.2,35.9,67
1629,312.2,32.6,69
1811,312.2,23.2,72
1711,312.1,28.8,74
1297,312.1,48.6,76
1405,312.1,46.1,79
1397,312.2,54.9,81
1682,312.3,29.7,83
1528,312.3,38.4,85
1548,312.3,38.3,87
1395,312.4,47.8,90
1378,312.4,59.0,95
1480,312.4,53.5,97
1428,312.4,36.6,99
1505,312.4,39.6,102
1445,312.3,36.4,105
1488,312.3,42.6,107
1601,312.2,33.0,109
1550,312.3,34.9,111
1540,312.2,34.1,113
1587,312.3,34.5,115
1489,312.2,40.3,117
1486,312.3,34.9,122
1430,312.4,37.9,124
1809,312.4,25.1,126
1534,312.3,39.0,129
1852,312.3,25.9,131
1595,312.3,31.9,134
1424,312.3,43.5,136
1776,312.2,28.8,138
1499,312.2,41.5,140
1359,312.1,51.7,146
1617,312.1,31.0,148
1443,312.0,53.3,151
1374,312.0,50.2,154
1851,312.1,23.0,156
1274,312.0,67.3,159
1533,312.0,44.0,162
1477,312.0,37.3,164
1462,312.1,46.0,166
1664,312.1,28.4,168
1414,311.9,41.1,171
2129,312.0,17.8,173
1323,311.8,61.1,178
1427,311.8,43.3,180
1375,312.0,56.1,182
1402,312.0,50.7,185
1500,312.0,44.2,188
1558,312.0,37.5,190
1447,312.0,41.4,193
1518,312.0,39.3,196
1889,311.9,23.5,198
1675,312.1,30.7,200
1720,312.0,27.9,202
1499,312.0,34.6,207
1441,312.0,43.8,210
1397,312.0,42.7,212
1493,312.0,38.7,217
1422,312.0,50.7,219
1425,311.9,44.9,224
1501,311.8,44.8,226
1629,311.9,35.3,0
1490,312.0,42.2,3
1550,312.0,32.4,5
1416,312.0,46.5,7
1485,311.9,38.8,9
1564,311.8,36.8,11
1910,311.7,19.7,13
1460,311.7,46.1,15
1603,311.8,34.1,17
1486,311.8,47.3,19
1560,311.9,31.8,21
1498,311.9,39.3,23
1431,311.9,48.5,25
1486,311.9,45.1,30
1486,311.9,35.8,32
1441,311.8,38.1,34
1366,311.9,55.1,36
1471,311.8,41.4,39
1463,311.9,38.2,41
1413,311.9,41.3,43
1604,311.9,30.5,45
1401,312.0,51.1,50
1652,311.8,27.2,52
1403,311.9,45.7,54
1887,311.9,21.7,56
1405,311.8,47.9,58
1496,311.6,41.1,60
1499,311.5,43.4,65
1549,311.5,37.2,67
1515,311.6,44.9,69
1540,311.6,37.7,71
1426,311.5,44.3,73
1465,311.6,41.4,78
1359,311.6,54.1,81
1551,311.7,36.4,84
1596,311.8,34.8,87
1670,311.9,26.3,89
1868,311.9,21.3,92
1490,312.0,39.8,94
1676,311.9,35.2,97
1875,311.9,22.1,100
1867,312.0,23.0,103
1646,312.0,29.5,106
1375,312.0,43.2,108
1558,312.0,36.7,113
1631,312.0,34.9,115
1366,312.0,43.0,117
1360,311.8,48.0,119
1547,311.8,39.7,121
1571,311.7,31.2,123
1528,311.5,36.1,125
1432,311.5,43.6,127
1356,311.6,53.5,132
1422,311.5,46.2,134
1438,311.4,42.2,139
1483,311.4,44.4,141
1331,311.4,49.8,143
1463,311.4,37.5,145
1446,311.4,40.6,147
1356,311.4,45.7,149
1676,311.3,30.3,151
1910,311.4,23.0,153
1375,311.6,56.9,155
1513,311.6,40.8,157
1511,311.6,35.7,160
1662,311.6,28.8,162
1493,311.7,48.3,167
1555,311.7,37.4,169
1452,311.7,41.5,172
1500,311.6,39.0,174
1603,311.7,30.5,176
1682,311.7,27.8,178
1567,311.8,37.7,180
1413,311.8,46.0,182
1429,311.9,41.6,184
1692,311.9,31.5,187
1476,311.9,48.7,189
1596,312.0,30.4,191
1390,311.9,49.0,194
1607,311.8,33.7,199
1821,311.7,26.3,202
2141,311.8,18.5,204
1442,311.8,45.1,0
1459,311.7,45.6,3
2496,311.8,13.5,5
1367,311.8,57.2,10
2004,311.8,19.6,12
1406,311.7,47.5,14
1548,311.8,33.0,16
1333,311.7,55.2,18
1767,311.6,26.4,20
1827,311.6,27.0,22
1533,311.6,46.4,24
1515,311.5,36.8,27
1568,311.4,41.0,32
1452,311.4,47.8,34
1433,311.4,37.9,36
1650,311.3,33.8,38
1629,311.4,31.3,41
1520,311.3,39.2,43
1393,311.2,43.1,45
1364,311.2,49.6,50
1389,311.3,50.0,55
1466,311.1,46.1,58
1650,311.1,32.4,60
1554,311.0,36.3,62
1474,310.9,39.7,64
1600,310.8,32.4,67
1356,310.8,54.9,72
1571,310.8,38.2,74
1658,310.9,28.0,76
1393,310.8,49.9,78
1448,311.0,49.8,80
1477,310.9,40.4,83
1506,311.0,42.7,85
1685,310.9,32.1,88
1533,310.9,31.8,91
1447,310.8,41.0,93
1488,310.7,39.5,95
1427,310.8,50.4,98
1424,310.7,41.3,101
1472,310.7,40.9,104
1438,310.7,45.7,106
1507,310.8,42.4,108
1393,310.7,52.1,110
1283,310.8,52.4,112
1644,310.8,30.9,114
1498,310.8,46.9,116
1400,310.8,40.8,118
1679,310.9,31.2,120
1618,311.1,30.3,125
1714,311.0,30.2,128
1574,311.0,35.0,133
1574,311.1,36.4,135
1472,310.9,40.9,137
1552,311.0,33.2,139
1603,311.1,31.4,141
1353,311.1,47.1,143
1690,311.1,30.6,148
1745,311.2,26.3,150
1522,311.3,45.7,153
1641,311.4,34.5,155
1596,311.4,28.9,160
1497,311.4,37.0,162
1371,311.3,52.3,167
1445,311.3,41.2,169
1564,311.2,40.0,172
1439,311.1,44.9,174
1352,311.2,52.1,176
1560,311.3,35.4,178
1616,311.2,42.3,180
1835,311.2,23.7,183
1649,311.1,32.7,185
1452,311.1,47.3,188
2144,311.1,17.7,190
1554,311.1,41.0,192
1827,311.0,25.4,194
1448,310.9,46.3,196
1530,310.9,38.8,198
1983,311.0,21.0,201
1620,310.9,37.2,203
1630,310.9,29.8,206
1873,310.8,22.3,211
1426,310.7,45.7,213
1622,310.8,33.6,217
1492,310.7,45.7,219
1374,310.7,48.9,222
1426,310.8,42.4,0
1826,310.9,25.1,2
1669,310.9,32.4,5
1473,310.9,40.1,7
1751,310.9,27.8,10
1446,310.9,47.3,12
1483,310.8,43.5,15
1535,310.7,42.6,17
1477,310.7,44.0,19
1391,310.8,46.9,21
1636,310.7,29.4,23
1675,310.6,33.3,28
1329,310.5,48.9,30
1548,310.5,33.5,35
1391,310.5,45.8,38
1437,310.5,43.1,40
1370,310.6,61.9,42
1577,310.6,37.1,44
1485,310.5,37.8,46
1504,310.4,34.3,48
1551,310.3,35.2,50
1428,310.5,43.0,53
1755,310.5,27.9,56
1329,310.5,54.9,58
1496,310.5,35.2,60
1532,310.5,36.6,62
1389,310.5,61.4,64
1524,310.4,51.4,66
1422,310.4,49.3,69
1739,310.5,27.4,72
1736,310.5,26.9,74
1419,310.5,48.8,76
1326,310.6,49.7,78
1449,310.6,43.2,80
1534,310.6,39.7,83
1443,310.6,50.9,85
1498,310.6,41.1,88
1796,310.6,26.0,90
1519,310.4,45.3,92
1339,310.4,49.6,94
1483,310.4,41.5,96
2099,310.2,20.0,98
1689,310.3,29.7,101
1369,310.4,54.5,104
1512,310.4,38.8,109
1552,310.3,39.9,114
1713,310.4,28.0,116
1456,310.3,44.1,118
1524,310.4,39.8,120
1394,310.4,45.2,122
1981,310.4,21.2,125
1565,310.4,36.1,127
1657,310.4,31.0,129
1625,310.4,37.1,131
1606,310.4,31.1,134
1336,310.5,56.8,136
1587,310.6,34.2,141
1602,310.6,39.7,144
1471,310.5,38.4,146
1332,310.6,48.0,148
1434,310.6,48.4,153
1921,310.6,23.9,158
1704,310.6,30.6,160
1397,310.6,49.5,165
1791,310.6,28.0,168
1818,310.6,24.1,173
1540,310.7,36.3,175
1502,310.8,39.8,177
1761,310.8,30.4,180
1517,310.8,38.4,185
1309,310.7,51.1,188
1363,310.6,52.6,190
1787,310.6,22.2,192
1640,310.5,29.2,195
1720,310.6,25.3,197
1384,310.5,52.8,200
1294,310.5,55.8,202
1464,310.5,46.4,207
1803,310.6,25.4,209
1602,310.6,39.1,211
1519,310.6,38.8,213
1638,310.7,33.6,218
1615,310.6,33.0,221
1651,310.6,33.3,0
1387,310.6,52.7,2
1678,310.5,32.8,4
1585,310.6,38.1,7
1640,310.6,33.8,9
1406,310.6,43.8,12
1679,310.6,35.8,14
1717,310.5,26.9,17
1429,310.5,39.9,19
1533,310.4,44.4,24
1525,310.5,38.5,27
1739,310.4,26.3,30
1436,310.3,39.0,32
1595,310.2,33.1,34
1435,310.1,45.6,37
1637,310.0,31.8,42
1558,310.1,37.6,44
1644,310.1,34.1,46
1641,310.1,31.1,49
1504,310.2,41.0,51
1506,310.1,50.7,53
1380,310.1,44.0,56
1549,310.1,42.5,61
1401,310.1,45.3,67
1459,310.0,40.2,69
1465,309.9,39.7,72
1295,310.0,52.7,74
1529,310.0,38.5,77
1484,310.0,44.9,80
1739,309.9,30.6,83
1422,309.8,40.7,85
1463,309.8,40.0,90
1667,309.7,30.4,92
1565,309.7,39.3,94
1393,309.7,45.7,99
1453,309.7,47.7,101
1442,309.6,50.0,104
1364,309.6,44.9,106
1453,309.5,40.4,108
1394,309.5,46.0,113
1500,309.5,38.8,116
1523,309.5,34.2,119
1254,309.6,57.1,124
1325,309.5,52.2,127
1424,309.7,49.6,129
1505,309.7,39.0,131
1392,309.7,48.7,133
1529,309.7,44.0,136
1477,309.7,48.5,138
1459,309.7,47.3,141
2240,309.8,15.9,144
1449,309.7,48.8,147
1589,309.7,35.3,149
1740,309.7,28.5,152
1499,309.7,40.3,154
1480,309.7,38.1,157
1751,309.7,29.6,160
1510,309.7,40.6,162
1437,309.8,48.2,164
1609,309.7,40.4,169
1490,309.8,35.9,171
1601,309.7,35.7,176
1665,309.6,31.1,178
1452,309.6,42.7,180
1487,309.5,33.6,183
1382,309.6,48.1,186
1686,309.6,26.2,189
1491,309.6,36.9,192
1442,309.6,55.6,194
1390,309.6,50.3,196
1502,309.6,46.7,198
1344,309.6,59.4,200
1547,309.7,37.4,0
1525,309.6,42.4,2
1540,309.6,35.8,5
1450,309.5,44.3,7
1353,309.6,62.5,9
1582,309.7,45.0,11
1396,309.8,49.0,13
1551,309.8,36.6,15
1836,309.8,22.8,18
1390,309.8,49.9,21
1534,309.8,42.1,23
1953,309.7,20.6,25
1634,309.8,33.6,27
1881,309.7,21.7,29
1448,309.7,44.8,31
1362,309.7,50.5,34
1225,309.7,63.4,37
1384,309.6,48.2,39
1334,309.8,49.3,42
1336,309.7,50.3,44
1331,309.9,61.6,46
1629,309.9,31.9,49
1776,310.0,25.7,51
1530,310.0,38.3,53
1719,310.0,27.3,58
1495,309.9,35.2,60
1450,309.7,43.1,63
1563,309.8,38.8,65
1501,309.9,37.1,70
1351,309.9,47.2,73
1365,309.9,46.5,75
1525,309.9,39.7,77
1288,309.8,61.9,79
1423,309.6,42.7,82
1502,309.6,39.4,84
1428,309.5,43.5,87
1566,309.5,38.1,89
1483,309.5,44.8,92
1593,309.6,33.3,95
1724,309.6,26.4,100
1294,309.7,59.4,104
1533,309.6,40.7,106
1671,309.4,31.8,108
1370,309.5,52.4,113
1462,309.6,45.1,115
1545,309.5,36.6,117
1484,309.5,41.7,119
1344,309.5,45.3,122
1357,309.5,50.1,125
1572,309.6,33.0,127
1861,309.6,26.9,130
1548,309.5,44.5,132
1496,309.8,37.7,134
1314,309.7,49.7,136
1422,309.7,49.7,139
1842,309.8,20.1,142
1434,309.9,53.0,144
1585,310.1,31.3,147
1704,310.1,30.7,150
1971,310.2,23.2,155
1431,310.3,39.9,157
1546,310.4,37.7,159
1496,310.3,36.3,161
1243,310.3,63.0,163
1452,310.4,46.2,168
1380,310.6,44.7,170
1567,310.6,38.4,172
1628,310.5,35.9,174
1505,310.4,46.1,176
1827,310.3,28.0,178
1577,310.3,40.0,181
1304,310.2,57.2,183
1324,310.1,54.6,185
1537,310.0,39.9,190
1501,310.1,48.7,192
1654,309.9,29.1,195
1519,310.0,38.1,198
1371,309.9,51.3,201
1469,309.8,42.8,205
1637,309.8,34.6,207
1370,309.8,56.0,0
1630,309.9,30.6,2
1517,310.0,39.0,4
1668,309.9,32.3,6
1818,309.9,24.9,9
1541,310.0,36.9,12
1482,309.9,42.1,15
1439,310.1,49.9,17
1492,310.0,41.2,19
1725,309.9,27.8,21
1559,310.0,44.2,23
1435,310.0,42.5,25
1512,310.0,37.5,27
1564,309.9,37.1,30
1522,310.0,40.3,32
1356,309.9,59.5,34
1556,309.9,38.6,36
1393,309.9,45.5,38
1753,309.9,26.8,40
1651,309.9,29.5,42
1372,309.9,54.7,44
1446,309.9,43.3,46
1501,309.8,44.7,48
1411,309.9,45.1,51
1672,309.7,27.5,54
1475,309.8,40.5,59
1469,309.8,38.4,62
1704,309.8,28.3,64
1463,309.7,39.1,66
1280,309.7,64.1,71
1464,309.9,38.0,74
1332,309.8,46.4,76
1634,309.7,37.8,78
1430,309.8,43.1,80
1523,309.7,44.6,83
1557,309.7,37.7,86
1585,309.6,32.2,89
1579,309.6,33.5,91
1354,309.7,60.8,96
1627,309.7,33.4,99
1477,309.6,35.6,101
1595,309.4,29.0,103
1520,309.5,38.1,106
1618,309.4,31.5,108
1397,309.5,50.3,110
1450,309.5,47.9,112
1501,309.5,40.2,114
1392,309.4,50.1,117
1385,309.4,43.2,119
1461,309.4,46.3,121
1364,309.6,58.7,123
1579,309.5,38.6,126
1514,309.5,38.8,128
1560,309.5,36.9,131
1542,309.5,36.7,134
1668,309.4,27.1,136
1816,309.4,22.6,138
1509,309.4,34.2,141
1479,309.6,37.8,144
1655,309.6,30.2,146
1711,309.5,30.3,148
1581,309.7,34.6,150
1279,309.8,55.9,152
1468,309.8,40.9,157
1419,309.7,41.3,159
1530,309.7,38.6,161
1518,309.7,39.8,165
1679,309.7,33.3,167
1870,309.7,22.5,170
1484,309.7,44.3,173
1457,309.7,44.2,175
1546,309.6,36.2,177
1478,309.5,36.5,182
1447,309.4,47.1,185
1443,309.4,45.4,187
1527,309.6,30.9,189
1469,309.6,54.8,191
1681,309.6,27.1,194
1420,309.6,44.1,197
1543,309.5,49.9,199
1376,309.5,50.4,202
1631,309.4,29.8,0
1529,309.3,41.7,5
1468,309.4,46.2,10
1378,309.4,52.3,12
1401,309.3,51.9,14
1531,309.3,37.4,16
1512,309.3,35.8,18
1522,309.4,47.4,20
1615,309.3,31.8,23
1449,309.3,46.5,26
1315,309.4,55.5,28
1465,309.4,41.1,30
1404,309.5,43.3,33
1547,309.5,44.8,36
1426,309.5,45.4,38
1730,309.5,30.2,41
1548,309.4,37.7,43
1517,309.4,40.2,45
1687,309.5,29.3,47
1738,309.5,25.2,49
1512,309.4,35.3,51
1365,309.4,48.7,56
2011,309.4,21.0,59
1806,309.3,27.6,64
1716,309.3,28.4,66
1666,309.4,24.3,68
1578,309.4,36.3,71
1558,309.3,37.2,73
1456,309.2,45.5,75
1457,309.1,49.0,77
1467,309.1,44.5,80
1661,309.0,38.2,82
1592,309.0,33.9,85
1596,309.0,37.2,87
1489,309.0,40.6,89
1471,309.0,48.3,91
1505,309.0,41.3,93
1519,309.0,40.0,96
1408,309.0,45.4,98
1332,308.9,44.4,100
1351,308.9,52.4,102
1500,308.9,36.7,104
1614,308.7,30.7,106
1489,308.8,36.5,109
1751,308.7,26.6,111
1511,308.7,45.8,114
1691,308.6,29.6,116
1757,308.6,27.5,118
1545,308.7,35.9,120
2262,308.6,15.7,125
1559,308.5,35.2,127
1626,308.4,32.4,130
1424,308.3,53.9,132
1648,308.3,29.1,134
1523,308.3,39.5,137
1502,308.3,43.2,139
1489,308.2,40.7,141
1620,308.1,31.2,143
1631,308.1,30.6,146
1429,308.0,45.8,148
1423,308.0,38.0,154
1390,307.9,47.7,156
1338,307.9,48.5,158
1461,307.9,37.5,161
1627,307.9,34.3,166
1385,307.8,44.4,169
1538,307.8,48.0,171
1557,307.9,35.5,174
1606,307.9,33.4,176
1430,308.0,44.5,178
1601,308.0,34.6,181
1356,308.0,51.9,184
1624,308.2,30.9,186
1327,308.2,56.5,189
1410,308.3,47.0,191
1478,308.3,42.3,193
1460,308.4,40.3,195
1435,308.3,40.3,197
1359,308.2,46.9,199
1729,308.1,31.7,204
1384,308.0,49.1,206
1297,308.2,52.1,211
1633,308.4,33.3,213
1505,308.4,37.2,215
1433,308.4,50.0,218
1561,308.3,38.3,0
1472,308.3,45.5,2
1441,308.4,44.5,4
1401,308.5,50.5,6
1691,308.5,33.1,9
1382,308.6,47.1,11
1355,308.6,46.4,13
1529,308.6,45.3,15
1829,308.7,24.9,17
1480,308.6,39.8,19
1475,308.5,42.4,24
1431,308.5,52.6,26
1437,308.3,42.3,29
1476,308.3,45.6,31
1490,308.4,39.7,34
1632,308.3,33.5,39
1402,308.2,49.7,41
1347,308.3,45.8,43
1747,308.4,31.0,45
1557,308.5,39.1,47
1371,308.4,57.4,52
1506,308.3,37.0,54
1590,308.3,35.5,59
1336,308.3,53.7,61
1411,308.3,43.2,63
1704,308.3,27.3,65
1723,308.4,27.3,67
1459,308.5,39.7,69
1572,308.5,35.9,71
1384,308.4,56.0,73
1383,308.6,47.5,75
1360,308.5,48.6,77
1596,308.4,36.6,80
1448,308.5,54.3,83
1443,308.5,38.2,85
1492,308.6,35.5,88
1497,308.6,43.9,91
1530,308.5,38.5,93
1478,308.4,46.2,95
1328,308.4,61.8,98
1771,308.3,27.4,100
1564,308.4,35.0,105
1461,308.3,41.5,108
1335,308.3,57.9,113
1441,308.4,46.8,116
1268,308.3,60.6,119
1697,308.3,27.4,121
1421,308.4,46.0,124
1496,308.5,36.4,126
1375,308.5,55.6,128
1295,308.5,52.1,130
1643,308.5,33.8,132
1514,308.6,36.9,134
1671,308.6,29.4,136
1355,308.6,58.9,138
1365,308.7,50.6,143
1407,308.7,42.5,145
1455,308.8,46.1,147
1502,308.8,45.9,150
1471,308.8,52.3,152
1581,308.9,30.4,155
1530,308.8,37.8,157
1312,308.8,50.3,159
1494,308.6,42.6,161
1528,308.6,29.1,163
1688,308.6,29.4,166
1520,308.5,42.4,171
1664,308.5,28.9,174
